930 	 	 448
931 	 	 449
932 	 	 450
933 	 	 451
934 	 	 452
935 	 	 453
936 	 	 454
937 	 	 455
938 	 	 456
939 	 	 457
940 	 	 458
941 	 	 459
942 	 	 460
943 	 	 461
944 	 	 462
945 	 	 463
946 	 	 464
947 	 	 465
948 	 	 466
949 	 	 467
950 	 	 468
951 	 	 469
952 	 	 470
953 	 	 471
954 	 	 472
955 	 	 473
956 	 	 474
957 	 	 475
958 	 	 476
959 	 	 477
960 	 	 478
961 	 	 479
962 	 	 480
963 	 	 481
964 	 	 482
965 	 	 483
966 	 	 484
967 	 	 485
968 	 	 486
969 	 	 487
970 	 	 488
971 	 	 489
972 	 	 490
973 	 	 491
974 	 	 492
975 	 	 493
976 	 	 494
977 	 	 495
978 	 	 496
979 	 	 497
980 	 	 498
981 	 	 499
982 	 	 500
983 	 	 501
984 	 	 502
Y direction Pairs: total number is 133
Slave nodes   Master nodes 
6 	 	 4
5 	 	 3
83 	 	 56
84 	 	 57
85 	 	 58
86 	 	 59
87 	 	 60
88 	 	 61
89 	 	 62
90 	 	 63
91 	 	 64
119 	 	 110
120 	 	 111
121 	 	 112
122 	 	 113
123 	 	 114
124 	 	 115
125 	 	 116
126 	 	 117
127 	 	 118
137 	 	 92
138 	 	 93
139 	 	 94
140 	 	 95
141 	 	 96
142 	 	 97
143 	 	 98
144 	 	 99
145 	 	 100
813 	 	 503
814 	 	 504
815 	 	 505
816 	 	 506
817 	 	 507
818 	 	 508
819 	 	 509
820 	 	 510
821 	 	 511
822 	 	 512
823 	 	 513
824 	 	 514
825 	 	 515
826 	 	 516
827 	 	 517
828 	 	 518
829 	 	 519
830 	 	 520
831 	 	 521
832 	 	 522
833 	 	 523
834 	 	 524
835 	 	 525
836 	 	 526
837 	 	 527
838 	 	 528
839 	 	 529
840 	 	 530
841 	 	 531
842 	 	 532
843 	 	 533
844 	 	 534
845 	 	 535
846 	 	 536
847 	 	 537
848 	 	 538
849 	 	 539
850 	 	 540
851 	 	 541
852 	 	 542
853 	 	 543
854 	 	 544
855 	 	 545
856 	 	 546
857 	 	 547
858 	 	 548
859 	 	 549
860 	 	 550
861 	 	 551
862 	 	 552
863 	 	 553
864 	 	 554
865 	 	 555
866 	 	 556
867 	 	 557
868 	 	 558
869 	 	 559
870 	 	 560
871 	 	 561
872 	 	 562
873 	 	 563
874 	 	 564
875 	 	 565
876 	 	 566
877 	 	 567
878 	 	 568
879 	 	 569
880 	 	 570
881 	 	 571
882 	 	 572
883 	 	 573
884 	 	 574
885 	 	 575
886 	 	 576
887 	 	 577
888 	 	 578
889 	 	 579
890 	 	 580
891 	 	 581
892 	 	 582
893 	 	 583
894 	 	 584
895 	 	 585
896 	 	 586
897 	 	 587
898 	 	 588
899 	 	 589
900 	 	 590
901 	 	 591
902 	 	 592
903 	 	 593
904 	 	 594
905 	 	 595
906 	 	 596
907 	 	 597
908 	 	 598
909 	 	 599
910 	 	 600
911 	 	 601
912 	 	 602
913 	 	 603
914 	 	 604
915 	 	 605
916 	 	 606
Z direction Pairs: total number is 122
Slave nodes   Master nodes 
3 	 	 4
65 	 	 74
66 	 	 75
67 	 	 76
68 	 	 77
69 	 	 78
70 	 	 79
71 	 	 80
72 	 	 81
73 	 	 82
110 	 	 92
111 	 	 93
112 	 	 94
113 	 	 95
114 	 	 96
115 	 	 97
116 	 	 98
117 	 	 99
118 	 	 100
607 	 	 710
608 	 	 711
609 	 	 712
610 	 	 713
611 	 	 714
612 	 	 715
613 	 	 716
614 	 	 717
615 	 	 718
616 	 	 719
617 	 	 720
618 	 	 721
619 	 	 722
620 	 	 723
621 	 	 724
622 	 	 725
623 	 	 726
624 	 	 727
625 	 	 728
626 	 	 729
627 	 	 730
628 	 	 731
629 	 	 732
630 	 	 733
631 	 	 734
632 	 	 735
633 	 	 736
634 	 	 737
635 	 	 738
636 	 	 739
637 	 	 740
638 	 	 741
639 	 	 742
640 	 	 743
641 	 	 744
642 	 	 745
643 	 	 746
644 	 	 747
645 	 	 748
646 	 	 749
647 	 	 750
648 	 	 751
649 	 	 752
650 	 	 753
651 	 	 754
652 	 	 755
653 	 	 756
654 	 	 757
655 	 	 758
656 	 	 759
657 	 	 760
658 	 	 761
659 	 	 762
660 	 	 763
661 	 	 764
662 	 	 765
663 	 	 766
664 	 	 767
665 	 	 768
666 	 	 769
667 	 	 770
668 	 	 771
669 	 	 772
670 	 	 773
671 	 	 774
672 	 	 775
673 	 	 776
674 	 	 777
675 	 	 778
676 	 	 779
677 	 	 780
678 	 	 781
679 	 	 782
680 	 	 783
681 	 	 784
682 	 	 785
683 	 	 786
684 	 	 787
685 	 	 788
686 	 	 789
687 	 	 790
688 	 	 791
689 	 	 792
690 	 	 793
691 	 	 794
692 	 	 795
693 	 	 796
694 	 	 797
695 	 	 798
696 	 	 799
697 	 	 800
698 	 	 801
699 	 	 802
700 	 	 803
701 	 	 804
702 	 	 805
703 	 	 806
704 	 	 807
705 	 	 808
706 	 	 809
707 	 	 810
708 	 	 811
709 	 	 812

Result from average strain field method with linear displacement condition:
The Homogenilised material matrix is:
  1.85034533E+02    5.89946882E+01    5.90007954E+01    6.25876857E-03    0.00000000E+00    0.00000000E+00
  5.89946882E+01    1.46851456E+02    5.90177051E+01    2.88250572E-02    5.60092406E-04    2.64689780E-03
  5.90007954E+01    5.90177051E+01    1.46884088E+02    1.34405789E-02    0.00000000E+00    0.00000000E+00
  6.25876857E-03    2.88250572E-02    1.34405789E-02    4.31818145E+01    0.00000000E+00    0.00000000E+00
  0.00000000E+00    5.60092406E-04    0.00000000E+00    0.00000000E+00    4.78121315E+01    5.88095466E-03
  0.00000000E+00    2.64689780E-03    0.00000000E+00    0.00000000E+00    5.88095466E-03    4.77838354E+01
The eigneering constants are(calculated from material matrix):
E1   =   1.51222205E+02;  E2   =   1.15419757E+02;  E3   =   1.15445674E+02;
nu12 =   2.86574600E-01;  nu13 =   2.86537655E-01;  nu23 =   3.13938937E-01;
mu12 =   4.77838346E+01;  mu13 =   4.78121307E+01;  mu23 =   4.31818086E+01;

Result from average strain field method with periodic boundary condition:
The Homogenilised material matrix is:
  1.84491470E+02    5.73320537E+01    5.73293761E+01    2.25884909E-03    2.61376756E-04    0.00000000E+00
  5.73320537E+01    1.37064214E+02    5.85949681E+01    0.00000000E+00    0.00000000E+00    5.10465572E-03
  5.73293761E+01    5.85949681E+01    1.37047623E+02    1.55026840E-02    4.55608621E-03    0.00000000E+00
  2.25884908E-03    0.00000000E+00    1.55026841E-02    3.53858445E+01    0.00000000E+00    0.00000000E+00
  2.61376757E-04    0.00000000E+00    4.55608621E-03    0.00000000E+00    3.84842008E+01    0.00000000E+00
  0.00000000E+00    5.10465571E-03    0.00000000E+00    0.00000000E+00    0.00000000E+00    3.84879256E+01
The eigneering constants are(calculated from material matrix):
E1   =   1.50892738E+02;  E2   =   1.05300680E+02;  E3   =   1.05287494E+02;
nu12 =   2.93011662E-01;  nu13 =   2.93039509E-01;  nu23 =   3.42015005E-01;
mu12 =   3.84879254E+01;  mu13 =   3.84842006E+01;  mu23 =   3.53858423E+01;

Result from asymtotic unit cell method with periodic boundary condition:
The Homogenilised material matrix is:
  1.85675054E+02    5.75623314E+01    5.75596537E+01    2.25884909E-03    2.61376756E-04    0.00000000E+00
  5.75623314E+01    1.38247798E+02    5.88252458E+01    0.00000000E+00    0.00000000E+00    5.10465572E-03
  5.75596537E+01    5.88252458E+01    1.38231207E+02    1.55026840E-02    4.55608621E-03    0.00000000E+00
  2.25884908E-03    0.00000000E+00    1.55026841E-02    3.58624977E+01    0.00000000E+00    0.00000000E+00
  2.61376757E-04    0.00000000E+00    4.55608621E-03    0.00000000E+00    3.89608540E+01    0.00000000E+00
  0.00000000E+00    5.10465571E-03    0.00000000E+00    0.00000000E+00    0.00000000E+00    3.89645788E+01
The eigneering constants are(calculated from material matrix):
E1   =   1.52048869E+02;  E2   =   1.06452364E+02;  E3   =   1.06439157E+02;
nu12 =   2.92078122E-01;  nu13 =   2.92105440E-01;  nu23 =   3.40407214E-01;
mu12 =   3.89645786E+01;  mu13 =   3.89608538E+01;  mu23 =   3.58624955E+01;

